,overview,title,vote_average,Crime,Comedy,Adventure,Action,Science Fiction,Animation,Family,Drama,Romance,Music,Fantasy,Thriller,War,Western,Mystery,History,Horror,Documentary,Foreign,TV Movie
3254,elvis prestleys first film is a civil war drama,love me tender,5.5,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0
3255,story of a couple that starts the first legal brothel in nevada and a boxer they own a piece of,love ranch,6.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3256,after losing her husband to a heroin overdose emily wang fights to overcome her own addictions and to be reconciled with her estranged son,clean,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3257,the uncle of an executed murderess relates four stories of his hometown oldfield to a reporter in the first an elderly man pursues a romance with a younger woman even to the grave and beyond in the second a wounded man on the run from creditors is rescued by a backwoods hermit who holds the secret to eternal life in the third a glasseating carny pays the ultimate price for looking for love on the outside and in the fourth a group of civil war soldiers are held captive by a household of orphans with strange intentions for them,from a whisper to a scream,6.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3258,five bored occasionally high and always ineffective vermont state troopers must prove their worth to the governor or lose their jobs after stumbling on a drug ring they plan to make a bust but a rival police force is out to steal the glory,super troopers,6.6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3259,connie doyle is eighteen and pregnant her boyfriend has kicked her out she accidentaly ends up on a train where she meets hugh winterbourne and his wife patricia who is pregnant the train wrecks and she wakes up in the hosptial to find out that its been assumed that shes patricia hughs mother takes her in and she falls in love with hughs brother bill just when she thinks everything is going her way her exboyfriend shows up,mrs winterbourne,5.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3260,after a collision with a comet a nearly 8km wide piece of the asteroid orpheus is heading towards earth if it will hit it will cause a incredible catastrophe which will probably extinguish mankind to stop the meteor nasa wants to use the illegal nuclear weapon satellite hercules but discovers soon that it doesnt have enough fire power their only chance to save the world is to join forces with the ussr who have also launched such an illegal satellite but will both governments agree,meteor,5.1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3262,in new york city a husband and wife butt heads with the granddaughters of the elderly woman who lives in the apartment the couple owns,please give,6.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3263,becca an anxious nonvampire teen is torn between two boys before she can choose becca must get around her controlling father who embarrasses becca by treating her like a child meanwhile beccas friends contend with their own romantic issues  all of which collide at the prom,vampires suck,4.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3265,a pair of men try to perform the dangerous triple in their trapeze act problems arise when the duo is made into a trio following the addition of a sexy female performer,trapeze,6.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3267,charlotte is young and modern not a hair out of place superficial cool she reads fashion magazines  does she have the perfect bust she lives in a paris suburb with her son and her husband pierre a pilot her lover is robert an actor assignations with him dinner with her husband and a client consulting a physician theres tension at home pierre had her followed a few months before their marital play has an edge pierre slaps her and apologizes she quizzes robert is he acting when hes with her events may force her to choose robert or pierre closeups fill the screen is there more than surface her eyes tear up the horrors of war provide a distant counterpoint,the married woman,7.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3269,two surfers end up as yellowstone park rangers and have to stop a former ranger who is out for revenge,meet the deedles,4.1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3271,tommaso is the youngest son of the cantones a large traditional southern italian family operating a pastamaking business since the 1960s on a trip home from rome where he studies literature and lives with his boyfriend tommaso decides to tell his parents the truth about himself but when he is finally ready to come out in front of the entire family his older brother antonio ruins his plans,loose cannons,7.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3272,britt reid seth rogen the heir to the largest newspaper fortune in los angeles is a spoiled playboy who has been thus far happy to lead an aimless life after his father tom wilkinson dies britt meets kato jay chou a resourceful company employee realizing that they have the talent and resources to make something of their lives britt and kato join forces as costumed crimefighters to bring down the citys mostpowerful criminal chudnofsky christoph waltz,the green hornet,5.5,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,inspired by a true story a comedy centered on a 27yearold guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease,5050,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3280,a gangster named perrier looks to exact his revenge on a trio of fugitives responsible for the accidental death of one of his cronies,perriers bounty,5.1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3281,emma left russia to live with her husband in italy now a member of a powerful industrial family she is the respected mother of three but feels unfulfilled one day antonio a talented chef and her sons friend makes her senses kindle,i am love,6.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3282,jake taylor has everything he has a beautiful girl hes the champion in basketball and beer pong and everyone loves him then an old childhood friend whom jake used to be friends with commits suicide jake begins to think he wonders what he couldve done to save his friends life a youth minister tells him that jake needs god so jake becomes a christian however things begin to spin out of control his dad is cheating on his mom his girlfriend is pregnant and his former friends ridicule and mock him during all this jake is going to realize just what it means to be a christian and how to save a life,to save a life,6.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3283,agents j will smith and k tommy lee jones are backin time j has seen some inexplicable things in his 15 years with the men in black but nothing not even aliens perplexes him as much as his wry reticent partner but when ks life and the fate of the planet are put at stake agent j will have to travel back in time to put things right j discovers that there are secrets to the universe that k never told him  secrets that will reveal themselves as he teams up with the young agent k josh brolin to save his partner the agency and the future of humankind,men in black 3,6.2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3284,an unmarried 40yearold woman turns to a turkey baster in order to become pregnant seven years later she reunites with her best friend who has been living with a secret he replaced her preferred sperm sample with his own,the switch,5.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3285,soren a young barn owl is kidnapped by owls of st aggies ostensibly an orphanage where owlets are brainwashed into becoming soldiers he and his new friends escape to the island of gahoole to assist its noble wise owls who fight the army being created by the wicked rulers of st aggies the film is based on the first three books in the series,legend of the guardians the owls of gahoole,6.5,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3286,a tightknit group of new york city street dancers including luke and natalie team up with nyu freshman moose and find themselves pitted against the worlds best hip hop dancers in a highstakes showdown that will change their lives forever,step up 3d,6.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3287,the girl on the train is a 2009 french drama film directed by andr tchin jeanne is a young woman striking but otherwise without qualities her mother tries to get her a job in the office of a lawyer bleistein her lover years ago jeanne fails the interview but falls into a relationship with franck a wrestler whose dreams and claims of being in a legitimate business partnership jeanne is only too happy to believe when franck is arrested he turns on jeanne for her naivety shes stung and seeks attention by making up a story of an attack on a train is there any way out for her,the girl on the train,5.6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3288,driver dwayne johnson has spent the last 10 years in prison planning revenge for the murder of his brother now that driver is free to carry out his deadly plan only two men stand in his way billy bob thornton plays a veteran cop and oliver jacksoncohen a crazy hitman with those two close on his trail driver races to carry out his mission as the mystery surrounding his brothers murder deepens,faster,6.1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3290,kevin carson is a young man living in the projects who has to survive a threeday weekend after his opportunistic neighbors find out hes holding a winning lottery ticket worth 370 million,lottery ticket,5.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3291,a bullied young boy befriends a young female vampire who lives in secrecy with her guardian a remake of the movie let the right one in which was an adaptation of a book,let me in,6.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
3292,just as dan and kristi welcome a newborn baby into their home a demonic presence begins terrorizing them tearing apart their perfect world and turning it into an inescapable nightmare security cameras capture the torment making every minute horrifyingly real,paranormal activity 2,5.7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3293,as a deadly battle rages over jigsaws brutal legacy a group of jigsaw survivors gathers to seek the support of selfhelp guru and fellow survivor bobby dagen a man whose own dark secrets unleash a new wave of terror,saw the final chapter,5.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3294,sidney prescott now the author of a selfhelp book returns home to woodsboro on the last stop of her book tour there she reconnects with sheriff dewey and gale who are now married as well as her cousin jill and her aunt kate unfortunately sidneys appearance also brings about the return of ghostface putting sidney gale and dewey along with jill her friends and the whole town of woodsboro in danger,scream 4,6.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
3295,a lighthearted story about a man and a woman who seem destined to be together and the hilarious chain of accidents that seem determined to keep them apart,next stop wonderland,6.0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3296,a seemingly perfect family moves into a suburban neighborhood but when it comes to the truth as to why theyre living there they dont exactly come clean with their neighbors,the joneses,6.1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3297,the film is set in france in the 1990s the french were defeated by the germans early in world war ii an armistice was signed in 1940 which effectively split france into a german occupied part in the north and a semiindependent part in the south which became known as vichy france in reality the vichy government was a puppet regime controlled by the germans part of the agreement was that the vichy government would assist with the cleansing of jews from france the vichy government formed a police force called the milice who worked with the germans,the statement,5.9,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3298,an hungarian youth comes of age at buchenwald during world war ii gyrgy kves is 14 the son of a merchant whos sent to a forced labor camp after his fathers departure gyrgy gets a job at a brickyard his bus is stopped and its jewish occupants sent to camps there gyrgy find camaraderie suffering cruelty illness and death he hears advice on preserving ones dignity and selfesteem he discovers hatred if he does survive and returns to budapest what will he find what is natural what is it to be a jew sepia black and white and color alternate to shade the mood,fateless,6.5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3299,when the evil wizard gargamel chases the tiny blue smurfs out of their village they tumble from their magical world and into ours  in fact smack dab in the middle of central park just three apples high and stuck in the big apple the smurfs must find a way to get back to their village before gargamel tracks them down,the smurfs,5.5,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3300,jellystone park has been losing business so greedy mayor brown decides to shut it down and sell the land that means families will no longer be able to experience the natural beauty of the outdoors  and even worse yogi and boo boo will be tossed out of the only home theyve ever known faced with his biggest challenge ever yogi must prove that he really is smarter than the average bear as he and boo boo join forces with their old nemesis ranger smith to find a way to save jellystone park from closing forever,yogi bear,5.2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3301,emma is a busy doctor who sets up a seemingly perfect arrangement when she offers her best friend adam a relationship with one rule no strings attached but when a fling becomes a thing can sex friends stay best friends,no strings attached,6.1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3303,peter highman must scramble across the us in five days to be present for the birth of his first child he gets off to a bad start when his wallet and luggage are stolen and put on the nofly list peter embarks on a terrifying journey when he accepts a ride from an actor,due date,6.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3304,opens with bleek as a child learning to play the trumpet his friends want him to come out and play but mother insists he finish his lessons bleek grows into adulthood and forms his own band  the bleek gilliam quartet the story of bleeks and shadows friendly rivalry on stage which spills into their professional relationship and threatens to tear apart the quartet,mo better blues,6.3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3307,two men and a woman circle the globe in a satellite armed with a nuclear device the third world war breaks out and a few months later the satellite crashes they survive the crash but one man gets killed by survivors and the other man gets caught the woman stays by the remains of the the satellite but is soon caught by evil punks who have taken power,defcon 4,2.8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3310,after serving jail time for a mysterious crime bill and karl get out of jail and become preoccupied with figuring out who turned them in to the police on top of that the family business is on the rocks and the motley crew of criminals who operate out of down terrace arent feeling terribly trusting of one another it might look like an ordinary house but at down terrace the walls are closing in,down terrace,6.3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3311,as children kathy ruth and tommy spend their childhood at an idyllic and secluded english boarding school as they grow into adults they must come to terms with the complexity and strength of their love for one another while also preparing for the haunting reality awaiting them,never let me go,6.8,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3312,at the behest of an old and dear friend playwright lillian hellman undertakes a dangerous mission to smuggle funds into nazi germany,julia,6.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3313,the burlesque lounge has its best days behind it tess a retired dancer and owner of the venue struggles to keep the aging theater alive facing all kinds of financial and artistic challenges with the lounges troupe members becoming increasingly distracted by personal problems and a threat coming from a wealthy businessmans quest to buy the spot from tess the good fortune seems to have abandoned the club altogether meanwhile the life of ali a smalltown girl from iowa is about to change dramatically hired by tess as a waitress at the lounge ali escapes a hollow past and quickly falls in love with the art of burlesque backed by newfound friends amongst the theaters crew she manages to fulfill her dreams of being on stage herself things take a dramatic turn though when alis big voice makes her become the main attraction of the revue,burlesque,6.9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3314,life is rough in the coal mines of 1876 pennsylvania a secret group of irish emigrant miners known as the molly maguires fights against the cruelty of the mining company with sabotage and murder a detective also an irish emigrant is hired to infiltrate the group and report on its members but on which side do his sympathies lie,the molly maguires,5.9,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
3317,taxi dancer charity continues to have faith in the human race despite apparently endless disappointments at its hands and hope that she will finally meet the nice young man to romance her away from her sleazy life maybe just maybe handsome oscar will be the one to do it,sweet charity,6.5,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
3318,when strange lights descend on the city of los angeles people are drawn outside like moths to a flame where an extraterrestrial force threatens to swallow the entire human population off the face of the earth now the band of survivors must fight for their lives as the world unravels around them,skyline,4.7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3319,four newton brothers are a poor farmer family in the 1920s the oldest of them willis one day realizes that theres no future in the fields and offers his brothers to become a bank robbers soon the family agrees they become very famous robbers and five years later execute the greatest train robbery in american history,the newton boys,5.9,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3321,after being cut from the usa softball team and feeling a bit past her prime lisa finds herself evaluating her life and in the middle of a love triangle as a corporate guy in crisis competes with her current baseballplaying beau,how do you know,4.9,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3322,four guys one camera and their experience chronicling the exhilarating and terrifying rite of passage losing your virginity as these guys help their buddy get laid theyll have to survive friends with benefits internet hookups even porn stars during an adventure that proves why you will always remember your first time,the virginity hit,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3323,following a ghost invasion of manhattan paranormal enthusiasts erin gilbert and abby yates nuclear engineer jillian holtzmann and subway worker patty tolan band together to stop the otherworldly threat,ghostbusters,5.3,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3324,a quiet and peaceful community in the dominion of canada is shaken up by the arrival of a wounded and stinky guntoting american cowboy simply known as the montana kid wanted for the alleged killing of seven men a subsequent clarification reveals that his real name is sean rafferty and he admits to killing not seven but eleven men things only get worse after sean gets in the bad books of the local militia and with armed bounty hunters hot on his trail challenges the local unarmed blacksmith jack smith to a duel  wild west style written by rajoo,gunless,6.7,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3326,at the turn of the century in a welsh mining village the morgans he stern she gentle raise coalmining sons and hope their youngest will find a better life lots of atmosphere very sentimental view of preunion miners lives the film is based on the 1939 richard llewellyn novel of the same name,how green was my valley,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3328,maggie an alluring free spirit who wont let anyone  or anything  tie her down but she meets her match in jamie whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales maggie and jamies evolving relationship takes them both by surprise as they find themselves under the influence of the ultimate drug love,love  other drugs,6.6,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3329,the true story of australias catandmouse underground mine warfare  one of the most misunderstood misrepresented and mystifying conflicts of ww i it was a secret struggle beneath the western front that combined daring engineering technology and science and few on the surface knew of the brave claustrophobic and sometimes barbaric work of these tunnellers,beneath hill 60,7.3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
3330,the story of venezuelan revolutionary ilich ramirez sanchez who founded a worldwide terrorist organization and raided the opec headquarters in 1975 before being caught by the french police,carlos,6.7,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
3331,a married couples life is turned upside down when the wife is accused of a murder lara brennan is arrested for murdering her boss with whom she had an argument it seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon her husband john would spend the next few years trying to get her released but theres no evidence that negates the evidence against her and when the strain of being separated from her family especially her son gets to her john decides to break her out so he does a lot of research to find a way,the next three days,6.9,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
3333,each year the population of sleepy lake victoria arizona explodes from 5000 to 50000 residents for the annual spring break celebration but then an earthquake opens an underwater chasm releasing an enormous swarm of ancient piranha that have been dormant for thousands of years now with a taste for human flesh this year theres something more to worry about than the usual hangovers and complaints from locals a new type of terror is about to be cut loose on lake victoria,piranha 3d,5.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3334,new york singer and nightclub owner lady lou has more men friends than you can imagine unfortunately one of them is a vicious criminal whos escaped and is on the way to see his girl not realising she hasnt exactly been faithful in his absence help is at hand in the form of young captain cummings a local temperance league leader though,she done him wrong,5.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,an englishman on a ruritarian holiday must impersonate the king when the rightful monarch a distant cousin is drugged and kidnapped,the prisoner of zenda,8.4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3341,major vickers is an officer in the 27th lancers in india in 1856 whilst the regiment is out on manoeuvres the barracks are attacked by surat khan and his soldiers who massacre british women and children this leaves an inextinguishable memory and vickers promises to avenge the dead,the charge of the light brigade,6.8,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
3342,a clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward,its kind of a funny story,6.9,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3343,a serial killer returns to his hometown to stalk seven children who share the same birthday as the date he was allegedly put to rest,my soul to take,5.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0
3344,six years ago nasa discovered the possibility of alien life within our solar system a probe was launched to collect samples but crashed upon reentry over central america soon after new life forms began to appear and half of mexico was quarantined as an infected zone today the american and mexican military still struggle to contain the creatures while a journalist agrees to escort a shaken tourist through the infected zone in mexico to the safety of the us border,monsters,6.2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3345,supernatural private eye dylan dog seeks out the monsters of the louisiana bayou in his signature red shirt black jacket and blue jeans,dylan dog dead of night,4.5,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3346,some of the worlds most innovative documentary filmmakers will explore the hidden side of everything,freakonomics,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3347,a remake of the 1979 controversial cult classic i spit on your grave retells the horrific tale of writer jennifer hills who takes a retreat from the city to a charming cabin in the woods to start on her next book but jennifers presence in the small town attracts the attention of a few morally deprived locals led by johnny the towns service station owner his two coworkers andy and stanley who along with their socially and mentally challenged friend matthew set out one night to teach this city girl a lesson,i spit on your grave,6.3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
3348,when juli meets bryce in the second grade she knows its true love after spending six years trying to convince bryce the same shes ready to give up  until he starts to reconsider,flipped,7.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3349,soul surfer is the inspiring true story of teen surfer bethany hamilton bethany lost her left arm in a shark attack and courageously overcame all odds to become a champion again through her sheer determination and unwavering faithbethany annasophia robb was born to surf a natural talent who took to the waves at a young age she was leading an idyllic life on kauai participating in national surf competitions with her best friend alana lorraine nicholson when everything changed on halloween morning a 14foot tiger shark came out of nowhere and seemed to shatter all her dreamssoul surfer reveals bethanys fight to recover from her ordeal and how she grappled with the question of her future strengthened by the love of her parents tom dennis quaid and cheri helen hunt and supported by her youth group leader sara carrie underwood bethany refuses to give in or give up and begins a bold return to the water,soul surfer,6.9,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3350,mike leighs much praised 2010 tragicomical drama during a year a very content couple approaching retirement are visited by friends and family less happy with their lives,another year,7.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3351,a group of people trapped in a elevator realizes that the devil is among them,devil,5.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3352,a runaway train transporting deadly toxic chemicals is barreling down on stanton pennsylvania and only two men can stop it a veteran engineer and a young conductor thousands of lives hang in the balance as these ordinary heroes attempt to chase down one million tons of hurtling steel and prevent an epic disaster,unstoppable,6.3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
3353,set in ancient china zeng jing is a skilled assassin who finds herself in possession of a mystical buddhist monks remains she begins a quest to return the remains to its rightful resting place and thus places herself in mortal danger because a team of assassins is in a deadly pursuit to possess the remains which holds an ancient powerwielding secret,reign of assassins,6.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3354,parole officer jack mabry has only a few weeks left before retirement and wishes to finish out the cases hes been assigned one such case is that of gerald stone creeson a convicted arsonist who is up for parole jack is initially reluctant to indulge stone in the coarse banter he wishes to pursue and feels little sympathy for the prisoners pleads for an early release seeing little hope in convincing jack himself stone arranges for his wife to seduce the officer but motives and intentions steadily blur amidst the passions and buried secrets of the corrupted players in this deadly game of deception,stone,5.2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3355,the true story of mountain climber aron ralstons remarkable adventure to save himself after a fallen boulder crashes on his arm and traps him in an isolated canyon in utah,127 hours,7.0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3356,victor maynard is a middleaged solitary assassin who lives to please his formidable mother despite his own peerless reputation for lethal efficiency his professional routine is interrupted when he finds himself drawn to one of his intended victims rose he spares her life unexpectedly acquiring in the process a young apprentice tony believing victor to be a private detective his two new companions tag along while he attempts to thwart the murderous attentions of his unhappy client,wild target,6.4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3357,a ballet dancer wins the lead in swan lake and is perfect for the role of the delicate white swan  princess odette  but slowly loses her mind as she becomes more and more like odile the black swan,black swan,7.3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3358,an unflinching look at the how the battle over abortion rights has played out in the united states over the last 15 years,lake of fire,8.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3359,following the murder of her father by hired hand tom chaney 14yearold farm girl mattie ross sets out to capture the killer to aid her she hires the toughest us marshal she can find a man with true grit reuben j rooster cogburn mattie insists on accompanying cogburn whose drinking sloth and generally reprobate character do not augment her faith in him against his wishes she joins him in his trek into the indian nations in search of chaney they are joined by texas ranger laboeuf who wants chaney for his own purposes the unlikely trio find danger and adventure on the journey and each has his or her grit tested,true grit,7.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
3360,amalia is an adolescent girl who is caught in the throes of her emerging sexuality and her deeply held passion for her catholic faith these two drives mingle when the visiting dr jano takes advantage of a crowd to get inappropriately close to the girl repulsed by him but inspired by an inner burning amalia decides it is her godgiven mission to save the doctor from his behavior and she begins to stalk dr jano becoming a most unusual voyeur,the holy girl,6.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
3361,buck is a manchild who has lived his existence in a life of kindergarten collages and lollipops buck remembers his old childhood friend chuck with whom he feels a need to reconnect with after having invited him to his mothers funeral buck treks out to la where chuck now a music record executive is living his life buck ends up developing an obsession with chuck and begins stalking him,chuck  buck,5.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3362,wang is a gloomy cunning and avaricious noodle shop owner in a desert town in china his neglected sharptongued wife is involved in a secret affair with li one of wangs employees a timid man li reluctantly keeps the gun his lover has bought to kill her husband but wang is watching their every move he bribes patrol officer zhang to murder the illicit couple it seems like a perfect plan the affair will come to a cruel bloody but satisfying end or so he thinks the equally wicked zhang has an agenda of his own as the plot twists more blood will flow and ever greater violence will erupt,a woman a gun and a noodle shop,4.8,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
3363,a mourning son makes a deal to reanimate his one year dead mother however things turn into an unexpected direction,ed and his dead mother,5.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3364,longtime friends ronny and nick are partners in an autodesign firm they are hard at work on a presentation for a dream project that would really launch their company then ronny spots nicks wife out with another man and in the process of investigating the possible affair he learns that nick has a few secrets of his own as the presentation nears ronny agonizes over what might happen if the truth gets out,the dilemma,5.2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3365,barry munday a libidodriven wage slave who spends all his time either ogling fantasizing about or trying to pick up women wakes up in hospital after a freak attack only to find that his testicles have been removed,barry munday,6.3,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3366,a supernatural thriller centered on three people  a bluecollar american a french journalist and a london school boy  who are touched by death in different ways,hereafter,5.8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3368,an adaptation of the play by william shakespeare prospera a female version of shakespeares prospero is the usurped ruler of milan who has been banished to a mysterious island with her daughter using her magical powers she draws her enemies to the island to exact her revenge,the tempest,6.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3369,a film that exposes the shocking truth behind the economic crisis of 2008 the global financial meltdown at a cost of over 20 trillion resulted in millions of people losing their homes and jobs through extensive research and interviews with major financial insiders politicians and journalists inside job traces the rise of a rogue industry and unveils the corrosive relationships which have corrupted politics regulation and academia,inside job,7.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3370,a movie spun out of equal parts folk tale fable and reallife legend about the mysterious 1930s tennessee hermit who famously threw his own rollicking funeral party while he was still alive,get low,6.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
3371,a young woman witnesses a bus accident and is caught up in the aftermath where the question of whether or not it was intentional affects many peoples lives,margaret,6.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3372,on a summer break from college ivy a young epileptic woman struggles to balance her feelings for her fledgling boyfriend while her friend al crashes with her for the season,the exploding girl,6.4,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
3373,hugo is an orphan boy living in the walls of a train station in 1930s paris he learned to fix clocks and other gadgets from his father and uncle which he puts to use keeping the train station clocks running the only thing that he has left that connects him to his dead father is an automaton mechanical man that doesnt work without a special key which hugo needs to find to unlock the secret he believes it contains on his adventures he meets with a shopkeeper george melies who works in the train station and his adventureseeking goddaughter hugo finds that they have a surprising connection to his father and the automaton and he discovers it unlocks some memories the old man has buried inside regarding his past,hugo,7.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
